original_index,review_text,review_text_processed,review_text_tokenized,polarity,rating,kfold_polarity,kfold_rating
22442,Muito boa as tesouras sao otimas corte preciso ,muito boa as tesouras sao otimas corte preciso ,"['muito', 'boa', 'as', 'tesouras', 'sao', 'otimas', 'corte', 'preciso']",1.0,5,10,10
54820,"Eles até fizeram contato comigo durante a compra, pois eu já tinha efetivado o pagamento, quando perceberam que não tinha o produto no estoque, daí me consultaram e perguntaram se eu t como trocar.","eles ate fizeram contato comigo durante a compra, pois eu ja tinha efetivado o pagamento, quando perceberam que nao tinha o produto no estoque, dai me consultaram e perguntaram se eu t como trocar.","['eles', 'ate', 'fizeram', 'contato', 'comigo', 'durante', 'compra', 'pois', 'eu', 'ja', 'tinha', 'efetivado', 'pagamento', 'quando', 'perceberam', 'que', 'nao', 'tinha', 'produto', 'no', 'estoque', 'dai', 'me', 'consultaram', 'perguntaram', 'se', 'eu', 'como', 'trocar']",0.0,2,10,10
76743,"É a primeira vez que fiz a compra, e ainda não chegou.. Só quero indicar a partir do momento que tiver o produto em mãos.","e a primeira vez que fiz a compra, e ainda nao chegou.. so quero indicar a partir do momento que tiver o produto em maos.","['primeira', 'vez', 'que', 'fiz', 'compra', 'ainda', 'nao', 'chegou', 'so', 'quero', 'indicar', 'partir', 'do', 'momento', 'que', 'tiver', 'produto', 'em', 'maos']",0.0,2,10,10
92480,Recomendo,recomendo,['recomendo'],1.0,4,10,10
39003,"Tapete muito fino e leve, ainda não usei não sei se é bom","tapete muito fino e leve, ainda nao usei nao sei se e bom","['tapete', 'muito', 'fino', 'leve', 'ainda', 'nao', 'usei', 'nao', 'sei', 'se', 'bom']",,3,-1,10
54136,Recebi produto de outro cliente totalmente diferente do que comprei...trocaram meu pedido....,recebi produto de outro cliente totalmente diferente do que comprei...trocaram meu pedido....,"['recebi', 'produto', 'de', 'outro', 'cliente', 'totalmente', 'diferente', 'do', 'que', 'comprei', 'trocaram', 'meu', 'pedido']",0.0,1,10,10
93327,Muito legal ,muito legal ,"['muito', 'legal']",1.0,4,10,10
48256,"Produto perfeito, chegou antes do prazo, adorei","produto perfeito, chegou antes do prazo, adorei","['produto', 'perfeito', 'chegou', 'antes', 'do', 'prazo', 'adorei']",1.0,5,10,10
79693,A poltrona é linda adorei!,a poltrona e linda adorei!,"['poltrona', 'linda', 'adorei']",1.0,5,10,10
50121,"Não gostei. O material não é tão bom. A cor dos desenhos está fraca, não como demonstrado na foto.","nao gostei. o material nao e tao bom. a cor dos desenhos esta fraca, nao como demonstrado na foto.","['nao', 'gostei', 'material', 'nao', 'tao', 'bom', 'cor', 'dos', 'desenhos', 'esta', 'fraca', 'nao', 'como', 'demonstrado', 'na', 'foto']",0.0,2,10,10
20845,"Um pouco demorada a entrega, mas antes do prazo estipulado por vocês ","um pouco demorada a entrega, mas antes do prazo estipulado por voces ","['um', 'pouco', 'demorada', 'entrega', 'mas', 'antes', 'do', 'prazo', 'estipulado', 'por', 'voces']",,3,-1,10
16862,poderia ter chegado em menos dias.,poderia ter chegado em menos dias.,"['poderia', 'ter', 'chegado', 'em', 'menos', 'dias']",,3,-1,10
86393,Ainda estou aguardando dos cartuchos que comprei há 15 dias,ainda estou aguardando dos cartuchos que comprei ha 15 dias,"['ainda', 'estou', 'aguardando', 'dos', 'cartuchos', 'que', 'comprei', 'ha', '15', 'dias']",0.0,1,10,10
64368,"Apenas havia lido na descrição que o produto vinha com vidro e não veio, ma é lindo de qualquer forma.","apenas havia lido na descricao que o produto vinha com vidro e nao veio, ma e lindo de qualquer forma.","['apenas', 'havia', 'lido', 'na', 'descricao', 'que', 'produto', 'vinha', 'com', 'vidro', 'nao', 'veio', 'ma', 'lindo', 'de', 'qualquer', 'forma']",1.0,5,10,10
13449,entrega demorou precisei reclamar mas chegou tudo bem são parceiros e não entrega pela americana que é rapida,entrega demorou precisei reclamar mas chegou tudo bem sao parceiros e nao entrega pela americana que e rapida,"['entrega', 'demorou', 'precisei', 'reclamar', 'mas', 'chegou', 'tudo', 'bem', 'sao', 'parceiros', 'nao', 'entrega', 'pela', 'americana', 'que', 'rapida']",1.0,4,10,10
16091,"Estou muito satisfeita com a lannister e com o meu produto.... meu tapete simples e bonito, obrigada!","estou muito satisfeita com a lannister e com o meu produto.... meu tapete simples e bonito, obrigada!","['estou', 'muito', 'satisfeita', 'com', 'lannister', 'com', 'meu', 'produto', 'meu', 'tapete', 'simples', 'bonito', 'obrigada']",1.0,5,10,10
63338,"obrigado, pelo produto","obrigado, pelo produto","['obrigado', 'pelo', 'produto']",0.0,2,10,10
10530,Entrega rápida.Recomendo ,entrega rapida.recomendo ,"['entrega', 'rapida', 'recomendo']",1.0,5,10,10
45748," Entrega no prazo. Recomendo!!!
"," entrega no prazo. recomendo!!!
","['entrega', 'no', 'prazo', 'recomendo']",1.0,4,10,10
27167,"O produto é muito inferior do q demonstra na foto. Esse tipo de produto ""depõe "" contra a americana. Com ","o produto e muito inferior do q demonstra na foto. esse tipo de produto ""depoe "" contra a americana. com ","['produto', 'muito', 'inferior', 'do', 'demonstra', 'na', 'foto', 'esse', 'tipo', 'de', 'produto', 'depoe', 'contra', 'americana', 'com']",,3,-1,10
60145,Muito bom chegou até antes do prazo. Obrigado. ,muito bom chegou ate antes do prazo. obrigado. ,"['muito', 'bom', 'chegou', 'ate', 'antes', 'do', 'prazo', 'obrigado']",1.0,5,10,10
10355,Recomendo....,recomendo....,['recomendo'],1.0,5,10,10
64058,Mandei dois emails questionando pq recebi somente um produto dos 3 que adquiri. Estou aguardando retorno.,mandei dois emails questionando pq recebi somente um produto dos 3 que adquiri. estou aguardando retorno.,"['mandei', 'dois', 'emails', 'questionando', 'pq', 'recebi', 'somente', 'um', 'produto', 'dos', 'que', 'adquiri', 'estou', 'aguardando', 'retorno']",,3,-1,10
58536,Adoro comprar nessa loja ,adoro comprar nessa loja ,"['adoro', 'comprar', 'nessa', 'loja']",1.0,5,10,10
36395,Muito bom ,muito bom ,"['muito', 'bom']",1.0,5,10,10
97826,produto foi entregue dentro do prazo,produto foi entregue dentro do prazo,"['produto', 'foi', 'entregue', 'dentro', 'do', 'prazo']",1.0,5,10,10
55729,"Os produtos foram entregues antes do prazo, produto com muita qualidade.","os produtos foram entregues antes do prazo, produto com muita qualidade.","['os', 'produtos', 'foram', 'entregues', 'antes', 'do', 'prazo', 'produto', 'com', 'muita', 'qualidade']",1.0,5,10,10
7024,Meu produto veio com defeito!! Gostaria de trocar ,meu produto veio com defeito!! gostaria de trocar ,"['meu', 'produto', 'veio', 'com', 'defeito', 'gostaria', 'de', 'trocar']",0.0,1,10,10
41937,"O Produto chegou antes do prazo estipulado, muito bem embalado, com o certificado de garantia e tudo mais...recomendo a compra.","o produto chegou antes do prazo estipulado, muito bem embalado, com o certificado de garantia e tudo mais...recomendo a compra.","['produto', 'chegou', 'antes', 'do', 'prazo', 'estipulado', 'muito', 'bem', 'embalado', 'com', 'certificado', 'de', 'garantia', 'tudo', 'mais', 'recomendo', 'compra']",1.0,5,10,10
85850,Gostei muito do pruduro. E a emtrega foi dentro do prazo,gostei muito do pruduro. e a emtrega foi dentro do prazo,"['gostei', 'muito', 'do', 'pruduro', 'emtrega', 'foi', 'dentro', 'do', 'prazo']",1.0,4,10,10
87818,O produto recebido é diferente do especificado no site.,o produto recebido e diferente do especificado no site.,"['produto', 'recebido', 'diferente', 'do', 'especificado', 'no', 'site']",0.0,1,10,10
42374,Bom,bom,['bom'],1.0,4,10,10
61481,Não mandaram o produto da marca que comprei,nao mandaram o produto da marca que comprei,"['nao', 'mandaram', 'produto', 'da', 'marca', 'que', 'comprei']",0.0,1,10,10
98635,muito satisfeito,muito satisfeito,"['muito', 'satisfeito']",1.0,5,10,10
64748,"A entrega foi rápida, antes do previsto. O único problema é que foram enviadas pilhas no tamanho incorreto. Deveriam ser 2 pilhas AA e vieram 4 pilhas AAA. No geral, satisfeito com o produto.","a entrega foi rapida, antes do previsto. o unico problema e que foram enviadas pilhas no tamanho incorreto. deveriam ser 2 pilhas aa e vieram 4 pilhas aaa. no geral, satisfeito com o produto.","['entrega', 'foi', 'rapida', 'antes', 'do', 'previsto', 'unico', 'problema', 'que', 'foram', 'enviadas', 'pilhas', 'no', 'tamanho', 'incorreto', 'deveriam', 'ser', 'pilhas', 'aa', 'vieram', 'pilhas', 'aaa', 'no', 'geral', 'satisfeito', 'com', 'produto']",1.0,4,10,10
64833,Chegou antes do prazo e eu Amei. Logo logo vou comprar outra.,chegou antes do prazo e eu amei. logo logo vou comprar outra.,"['chegou', 'antes', 'do', 'prazo', 'eu', 'amei', 'logo', 'logo', 'vou', 'comprar', 'outra']",1.0,5,10,10
52332,Entregaram somente 1 das quatro cadeiras depois do prazo estabelecido ,entregaram somente 1 das quatro cadeiras depois do prazo estabelecido ,"['entregaram', 'somente', 'das', 'quatro', 'cadeiras', 'depois', 'do', 'prazo', 'estabelecido']",0.0,1,10,10
87631,"Foi entregue somente as fronhas estou aguardando os travesseiros .
No momento ainda não posso recomendar a loja....","foi entregue somente as fronhas estou aguardando os travesseiros .
no momento ainda nao posso recomendar a loja....","['foi', 'entregue', 'somente', 'as', 'fronhas', 'estou', 'aguardando', 'os', 'travesseiros', 'no', 'momento', 'ainda', 'nao', 'posso', 'recomendar', 'loja']",0.0,2,10,10
80998,Produto atendeu minhas expectativas.,produto atendeu minhas expectativas.,"['produto', 'atendeu', 'minhas', 'expectativas']",1.0,5,10,10
81741,Ótimo produto,otimo produto,"['otimo', 'produto']",1.0,5,10,10
38590,Não vem com nenhuma identificação por escrito,nao vem com nenhuma identificacao por escrito,"['nao', 'vem', 'com', 'nenhuma', 'identificacao', 'por', 'escrito']",,3,-1,10
46741,Entrega rapida e tudo certinho ,entrega rapida e tudo certinho ,"['entrega', 'rapida', 'tudo', 'certinho']",1.0,5,10,10
97234,Boa compra,boa compra,"['boa', 'compra']",1.0,5,10,10
16715,"Ótimo brinquedo, meu filho adorou a máscara.","otimo brinquedo, meu filho adorou a mascara.","['otimo', 'brinquedo', 'meu', 'filho', 'adorou', 'mascara']",1.0,4,10,10
76594,"Comprei duas unidades do produto, mas no pacote só veio uma.","comprei duas unidades do produto, mas no pacote so veio uma.","['comprei', 'duas', 'unidades', 'do', 'produto', 'mas', 'no', 'pacote', 'so', 'veio', 'uma']",0.0,1,10,10
97058,EXCELENTE ....,excelente ....,['excelente'],1.0,5,10,10
22969,Super recomendo,super recomendo,"['super', 'recomendo']",1.0,5,10,10
84428,O produto demorou um pouco para chegar. Não sei direito como funciona a logística da entrega. Mas agora está tudo bem.,o produto demorou um pouco para chegar. nao sei direito como funciona a logistica da entrega. mas agora esta tudo bem.,"['produto', 'demorou', 'um', 'pouco', 'para', 'chegar', 'nao', 'sei', 'direito', 'como', 'funciona', 'logistica', 'da', 'entrega', 'mas', 'agora', 'esta', 'tudo', 'bem']",1.0,4,10,10
81514,"Recebi produto bm antes do prazo, só que não veio da cor que pedi .","recebi produto bm antes do prazo, so que nao veio da cor que pedi .","['recebi', 'produto', 'bm', 'antes', 'do', 'prazo', 'so', 'que', 'nao', 'veio', 'da', 'cor', 'que', 'pedi']",1.0,5,10,10
70376,Fui muito bem atendido,fui muito bem atendido,"['fui', 'muito', 'bem', 'atendido']",1.0,5,10,10
22308,Ainda não recebi o produto ,ainda nao recebi o produto ,"['ainda', 'nao', 'recebi', 'produto']",0.0,1,10,10
13548,É uma loja muito boa mais infelizmente demora pra entregar ,e uma loja muito boa mais infelizmente demora pra entregar ,"['uma', 'loja', 'muito', 'boa', 'mais', 'infelizmente', 'demora', 'pra', 'entregar']",,3,-1,10
70360,"Comprei dois lençóis e recebi uma caixa com apenas um, sem explicação ou comunicado. Para piorar o stark não disponibiliza canais de comunicação p resolver esses casos. Só avaliação ou e-mail. :(","comprei dois lencois e recebi uma caixa com apenas um, sem explicacao ou comunicado. para piorar o stark nao disponibiliza canais de comunicacao p resolver esses casos. so avaliacao ou e-mail. :(","['comprei', 'dois', 'lencois', 'recebi', 'uma', 'caixa', 'com', 'apenas', 'um', 'sem', 'explicacao', 'ou', 'comunicado', 'para', 'piorar', 'stark', 'nao', 'disponibiliza', 'canais', 'de', 'comunicacao', 'resolver', 'esses', 'casos', 'so', 'avaliacao', 'ou', 'mail']",0.0,1,10,10
43079,Fiquei muito decepcionada. Paguei frete e tive que ir até o correio. Achei uma falta de respeito com o consumidor. Ninguei me avisou que não ia ser entregue na minha residência. Insatisfeita.,fiquei muito decepcionada. paguei frete e tive que ir ate o correio. achei uma falta de respeito com o consumidor. ninguei me avisou que nao ia ser entregue na minha residencia. insatisfeita.,"['fiquei', 'muito', 'decepcionada', 'paguei', 'frete', 'tive', 'que', 'ir', 'ate', 'correio', 'achei', 'uma', 'falta', 'de', 'respeito', 'com', 'consumidor', 'ninguei', 'me', 'avisou', 'que', 'nao', 'ia', 'ser', 'entregue', 'na', 'minha', 'residencia', 'insatisfeita']",0.0,1,10,10
71776,"A entrega chegou dentro do prazo contudo com uma certa demora, pois quando a entrega era feita pela a loja Americana o produto chegava bem antes da data prevista, acredito que da forma que esta o site","a entrega chegou dentro do prazo contudo com uma certa demora, pois quando a entrega era feita pela a loja americana o produto chegava bem antes da data prevista, acredito que da forma que esta o site","['entrega', 'chegou', 'dentro', 'do', 'prazo', 'contudo', 'com', 'uma', 'certa', 'demora', 'pois', 'quando', 'entrega', 'era', 'feita', 'pela', 'loja', 'americana', 'produto', 'chegava', 'bem', 'antes', 'da', 'data', 'prevista', 'acredito', 'que', 'da', 'forma', 'que', 'esta', 'site']",,3,-1,10
93966,Amei,amei,['amei'],1.0,5,10,10
76456,"Produto perfeito, ótima qualidade excelente prazo de entrega..","produto perfeito, otima qualidade excelente prazo de entrega..","['produto', 'perfeito', 'otima', 'qualidade', 'excelente', 'prazo', 'de', 'entrega']",1.0,5,10,10
78611,"Produto muito bom, só o frete que achei muito caro.","produto muito bom, so o frete que achei muito caro.","['produto', 'muito', 'bom', 'so', 'frete', 'que', 'achei', 'muito', 'caro']",1.0,5,10,10
45479,"Produto de qualidade e fidelidade, além de rápida entrega. Recomendo. ","produto de qualidade e fidelidade, alem de rapida entrega. recomendo. ","['produto', 'de', 'qualidade', 'fidelidade', 'alem', 'de', 'rapida', 'entrega', 'recomendo']",1.0,5,10,10
16727,Otimo. Top de linha,otimo. top de linha,"['otimo', 'top', 'de', 'linha']",1.0,5,10,10
55182,Muito bom e chegou antes do prazo.,muito bom e chegou antes do prazo.,"['muito', 'bom', 'chegou', 'antes', 'do', 'prazo']",1.0,5,10,10
34753,Fácil de realizar a compra.produto chegou correto é antes do prazo estipulado.adorei o serviço.comprarei mais vezes e recomendado a todos,facil de realizar a compra.produto chegou correto e antes do prazo estipulado.adorei o servico.comprarei mais vezes e recomendado a todos,"['facil', 'de', 'realizar', 'compra', 'produto', 'chegou', 'correto', 'antes', 'do', 'prazo', 'estipulado', 'adorei', 'servico', 'comprarei', 'mais', 'vezes', 'recomendado', 'todos']",1.0,5,10,10
46666,Acredito que seja bom ,acredito que seja bom ,"['acredito', 'que', 'seja', 'bom']",,3,-1,10
6406,Miuto bom está loja,miuto bom esta loja,"['miuto', 'bom', 'esta', 'loja']",1.0,5,10,10
14489,Único ponto negativo é que achei o tamanho pequeno e o tabuleiro não fica fixamente reto. ,unico ponto negativo e que achei o tamanho pequeno e o tabuleiro nao fica fixamente reto. ,"['unico', 'ponto', 'negativo', 'que', 'achei', 'tamanho', 'pequeno', 'tabuleiro', 'nao', 'fica', 'fixamente', 'reto']",,3,-1,10
58699,"Demorou mto, e nao avisaram o dia correto da entrega.","demorou mto, e nao avisaram o dia correto da entrega.","['demorou', 'mto', 'nao', 'avisaram', 'dia', 'correto', 'da', 'entrega']",0.0,2,10,10
11905,"A garrafinha não possui 1,5 L conforme anunciado, nem se encher até a tampa! E o material também não é lá essas coisas, para mim não valeu o preço pago.","a garrafinha nao possui 1,5 l conforme anunciado, nem se encher ate a tampa! e o material tambem nao e la essas coisas, para mim nao valeu o preco pago.","['garrafinha', 'nao', 'possui', 'conforme', 'anunciado', 'nem', 'se', 'encher', 'ate', 'tampa', 'material', 'tambem', 'nao', 'la', 'essas', 'coisas', 'para', 'mim', 'nao', 'valeu', 'preco', 'pago']",0.0,1,10,10
51839,Quero meu produto se não vou entrar com processo falta de respeito ,quero meu produto se nao vou entrar com processo falta de respeito ,"['quero', 'meu', 'produto', 'se', 'nao', 'vou', 'entrar', 'com', 'processo', 'falta', 'de', 'respeito']",0.0,1,10,10
80185,Demorou muito pra chegar....,demorou muito pra chegar....,"['demorou', 'muito', 'pra', 'chegar']",,3,-1,10
3322,"Comprei há muito tempo já! Comprei dois ao mesmo tempo, sei lá porque eles enviaram os dois filtros separados. Chegou apenas um, o outro não chegou até hoje e ainda não obtive nenhuma resposta da loja","comprei ha muito tempo ja! comprei dois ao mesmo tempo, sei la porque eles enviaram os dois filtros separados. chegou apenas um, o outro nao chegou ate hoje e ainda nao obtive nenhuma resposta da loja","['comprei', 'ha', 'muito', 'tempo', 'ja', 'comprei', 'dois', 'ao', 'mesmo', 'tempo', 'sei', 'la', 'porque', 'eles', 'enviaram', 'os', 'dois', 'filtros', 'separados', 'chegou', 'apenas', 'um', 'outro', 'nao', 'chegou', 'ate', 'hoje', 'ainda', 'nao', 'obtive', 'nenhuma', 'resposta', 'da', 'loja']",0.0,1,10,10
98784,FALTA A ENTREGA DE UM PNEU,falta a entrega de um pneu,"['falta', 'entrega', 'de', 'um', 'pneu']",0.0,2,10,10
64674,xxxxxxxxxxxx,xxxxxxxxxxxx,['xxxxxxxxxxxx'],1.0,4,10,10
71622,"Ficou faltando produto que encomendei. O pacote de chá recebi, mas as cápsulas não entregaram era no mesmo pedido.","ficou faltando produto que encomendei. o pacote de cha recebi, mas as capsulas nao entregaram era no mesmo pedido.","['ficou', 'faltando', 'produto', 'que', 'encomendei', 'pacote', 'de', 'cha', 'recebi', 'mas', 'as', 'capsulas', 'nao', 'entregaram', 'era', 'no', 'mesmo', 'pedido']",0.0,1,10,10
43362,"Só a embalagem que não achei mto segura, veio numa caixa frágil, sem proteção em cima do produto e a caixa do Sedex chegou um pouco amassada... obrigada","so a embalagem que nao achei mto segura, veio numa caixa fragil, sem protecao em cima do produto e a caixa do sedex chegou um pouco amassada... obrigada","['so', 'embalagem', 'que', 'nao', 'achei', 'mto', 'segura', 'veio', 'numa', 'caixa', 'fragil', 'sem', 'protecao', 'em', 'cima', 'do', 'produto', 'caixa', 'do', 'sedex', 'chegou', 'um', 'pouco', 'amassada', 'obrigada']",1.0,4,10,10
16709,estou tentando trocar este produto a qualidade é péssima..o kit segurança é para 14 anos..e indica que é infantil..meus filhos tem 6 anos..a estampa veio diferente do que mostra a imagem.,estou tentando trocar este produto a qualidade e pessima..o kit seguranca e para 14 anos..e indica que e infantil..meus filhos tem 6 anos..a estampa veio diferente do que mostra a imagem.,"['estou', 'tentando', 'trocar', 'este', 'produto', 'qualidade', 'pessima', 'kit', 'seguranca', 'para', '14', 'anos', 'indica', 'que', 'infantil', 'meus', 'filhos', 'tem', 'anos', 'estampa', 'veio', 'diferente', 'do', 'que', 'mostra', 'imagem']",0.0,1,10,10
70602,"O produto chegou até antes do prazo,estou satisfeitissímo.Obrigado,continuem assim,tenho certeza que conquistarão mais e mais clientes.Muito obrigado pela atenção.","o produto chegou ate antes do prazo,estou satisfeitissimo.obrigado,continuem assim,tenho certeza que conquistarao mais e mais clientes.muito obrigado pela atencao.","['produto', 'chegou', 'ate', 'antes', 'do', 'prazo', 'estou', 'satisfeitissimo', 'obrigado', 'continuem', 'assim', 'tenho', 'certeza', 'que', 'conquistarao', 'mais', 'mais', 'clientes', 'muito', 'obrigado', 'pela', 'atencao']",1.0,5,10,10
66264,Carteira maior do que as grandes normal muito feia$60 perdido.,carteira maior do que as grandes normal muito feia$60 perdido.,"['carteira', 'maior', 'do', 'que', 'as', 'grandes', 'normal', 'muito', 'feia', '60', 'perdido']",0.0,1,10,10
20456,quero meu dinheiro de volta,quero meu dinheiro de volta,"['quero', 'meu', 'dinheiro', 'de', 'volta']",0.0,1,10,10
71303,"Recebi o produto antes da data prevista.
AMEI veio igual a foto.
","recebi o produto antes da data prevista.
amei veio igual a foto.
","['recebi', 'produto', 'antes', 'da', 'data', 'prevista', 'amei', 'veio', 'igual', 'foto']",1.0,5,10,10
89182,excelente custo beneficio,excelente custo beneficio,"['excelente', 'custo', 'beneficio']",1.0,5,10,10
30654,Minhas gatas amaram o brinquedo! Recomendo ,minhas gatas amaram o brinquedo! recomendo ,"['minhas', 'gatas', 'amaram', 'brinquedo', 'recomendo']",1.0,5,10,10
95348,top,top,['top'],1.0,5,10,10
55535,Meu produto veio quebrado porque nao colocaram ele dentro de uma caixa !,meu produto veio quebrado porque nao colocaram ele dentro de uma caixa !,"['meu', 'produto', 'veio', 'quebrado', 'porque', 'nao', 'colocaram', 'ele', 'dentro', 'de', 'uma', 'caixa']",0.0,1,10,10
63335,não consigo nunca falar com as lojas lannister,nao consigo nunca falar com as lojas lannister,"['nao', 'consigo', 'nunca', 'falar', 'com', 'as', 'lojas', 'lannister']",0.0,2,10,10
65112,Otimo,otimo,['otimo'],1.0,4,10,10
74182,"Demora muito a entrega, e vc paga o frete é muitas vezes tem que retirar nos correios.","demora muito a entrega, e vc paga o frete e muitas vezes tem que retirar nos correios.","['demora', 'muito', 'entrega', 'vc', 'paga', 'frete', 'muitas', 'vezes', 'tem', 'que', 'retirar', 'nos', 'correios']",1.0,5,10,10
5123,Erro erro,erro erro,"['erro', 'erro']",1.0,4,10,10
60703,Produto entregue corretamente no prazo,produto entregue corretamente no prazo,"['produto', 'entregue', 'corretamente', 'no', 'prazo']",1.0,5,10,10
29107,O colchão é de ótima qualidade. ,o colchao e de otima qualidade. ,"['colchao', 'de', 'otima', 'qualidade']",,3,-1,10
35367,Produto bom! E a entrega como sempre dentro do prazo!,produto bom! e a entrega como sempre dentro do prazo!,"['produto', 'bom', 'entrega', 'como', 'sempre', 'dentro', 'do', 'prazo']",1.0,5,10,10
79824,"Bom produto, resistente, bom acabamento, ótimo espaço interno.","bom produto, resistente, bom acabamento, otimo espaco interno.","['bom', 'produto', 'resistente', 'bom', 'acabamento', 'otimo', 'espaco', 'interno']",1.0,5,10,10
38023,a entrega foi antes do combinado o produlto de alta qualidade,a entrega foi antes do combinado o produlto de alta qualidade,"['entrega', 'foi', 'antes', 'do', 'combinado', 'produlto', 'de', 'alta', 'qualidade']",1.0,4,10,10
82209,Entrega rápida !,entrega rapida !,"['entrega', 'rapida']",1.0,5,10,10
64144,Recebi dentro do prazo,recebi dentro do prazo,"['recebi', 'dentro', 'do', 'prazo']",,3,-1,10
82881,produto bom e bacana,produto bom e bacana,"['produto', 'bom', 'bacana']",1.0,5,10,10
94415,"Realizei a compra do kit adipômetro da Sanny e um estadiômetro de bolso da Cescorf, porém recebi apenas o adipômetro com defeito (rachadura na parte da trena) e o meu kit de adipômetro não chegou. ","realizei a compra do kit adipometro da sanny e um estadiometro de bolso da cescorf, porem recebi apenas o adipometro com defeito (rachadura na parte da trena) e o meu kit de adipometro nao chegou. ","['realizei', 'compra', 'do', 'kit', 'adipometro', 'da', 'sanny', 'um', 'estadiometro', 'de', 'bolso', 'da', 'cescorf', 'porem', 'recebi', 'apenas', 'adipometro', 'com', 'defeito', 'rachadura', 'na', 'parte', 'da', 'trena', 'meu', 'kit', 'de', 'adipometro', 'nao', 'chegou']",,3,-1,10
19491,"Pedi azul e veio preta, fora que o auto falante superior infelizmente veio com ruídos , xiados. :(","pedi azul e veio preta, fora que o auto falante superior infelizmente veio com ruidos , xiados. :(","['pedi', 'azul', 'veio', 'preta', 'fora', 'que', 'auto', 'falante', 'superior', 'infelizmente', 'veio', 'com', 'ruidos', 'xiados']",0.0,2,10,10
4444,"Foi td perfeito, prazo, produto e entrega.","foi td perfeito, prazo, produto e entrega.","['foi', 'td', 'perfeito', 'prazo', 'produto', 'entrega']",1.0,5,10,10
83789,amo comprar no baratheon,amo comprar no baratheon,"['amo', 'comprar', 'no', 'baratheon']",1.0,5,10,10
65966,Não entregou nem entra contato,nao entregou nem entra contato,"['nao', 'entregou', 'nem', 'entra', 'contato']",0.0,1,10,10
59817,"Ótima rede para levar ao parque, pena que não aguenta um casal, mas dá para tirar um lazer.","otima rede para levar ao parque, pena que nao aguenta um casal, mas da para tirar um lazer.","['otima', 'rede', 'para', 'levar', 'ao', 'parque', 'pena', 'que', 'nao', 'aguenta', 'um', 'casal', 'mas', 'da', 'para', 'tirar', 'um', 'lazer']",1.0,4,10,10
63966,"Gostei do produto e da agilidade de entrega.
","gostei do produto e da agilidade de entrega.
","['gostei', 'do', 'produto', 'da', 'agilidade', 'de', 'entrega']",1.0,4,10,10
86948,Até hoje não recebi meu produto. Vou fazer uma reclamação no Procon e procurar meus direitos.,ate hoje nao recebi meu produto. vou fazer uma reclamacao no procon e procurar meus direitos.,"['ate', 'hoje', 'nao', 'recebi', 'meu', 'produto', 'vou', 'fazer', 'uma', 'reclamacao', 'no', 'procon', 'procurar', 'meus', 'direitos']",0.0,1,10,10
97924,Produto entregue conforme anunciado.,produto entregue conforme anunciado.,"['produto', 'entregue', 'conforme', 'anunciado']",1.0,5,10,10
51819,nada de mais ,nada de mais ,"['nada', 'de', 'mais']",,3,-1,10
55244,"Minha opinião é que foi propaganda enganosa, mostrou um produto e mandou faltando peças, isso não está certo.","minha opiniao e que foi propaganda enganosa, mostrou um produto e mandou faltando pecas, isso nao esta certo.","['minha', 'opiniao', 'que', 'foi', 'propaganda', 'enganosa', 'mostrou', 'um', 'produto', 'mandou', 'faltando', 'pecas', 'isso', 'nao', 'esta', 'certo']",0.0,1,10,10
80334,O produto chegou antecipado ao programado em excelente condições;,o produto chegou antecipado ao programado em excelente condicoes;,"['produto', 'chegou', 'antecipado', 'ao', 'programado', 'em', 'excelente', 'condicoes']",1.0,5,10,10
97482,Somente o Frete que acho ainda muito caro,somente o frete que acho ainda muito caro,"['somente', 'frete', 'que', 'acho', 'ainda', 'muito', 'caro']",1.0,5,10,10
78601,"o meu pedido chegou bem antes do prazo, obrigado","o meu pedido chegou bem antes do prazo, obrigado","['meu', 'pedido', 'chegou', 'bem', 'antes', 'do', 'prazo', 'obrigado']",1.0,5,10,10
97039,"Cumpriu o prazo...,","cumpriu o prazo...,","['cumpriu', 'prazo']",1.0,4,10,10
23894,"NÃO RECEBI MEU PEDIDO AINDA , O PRAZO ERA ATÉ DIA 20/03/18. ","nao recebi meu pedido ainda , o prazo era ate dia 20/03/18. ","['nao', 'recebi', 'meu', 'pedido', 'ainda', 'prazo', 'era', 'ate', 'dia', '20', '03', '18']",,3,-1,10
27047,Produto superou minha expectativa. Conserva de maneira perfeita. Ótimo acabamento. ,produto superou minha expectativa. conserva de maneira perfeita. otimo acabamento. ,"['produto', 'superou', 'minha', 'expectativa', 'conserva', 'de', 'maneira', 'perfeita', 'otimo', 'acabamento']",1.0,5,10,10
89579,HOUVE UM PROBLEMA COM OS CORREIOS...,houve um problema com os correios...,"['houve', 'um', 'problema', 'com', 'os', 'correios']",1.0,5,10,10
98840,A embalagem difere daquela do site .Portanto não acredito que seja o mesmo.,a embalagem difere daquela do site .portanto nao acredito que seja o mesmo.,"['embalagem', 'difere', 'daquela', 'do', 'site', 'portanto', 'nao', 'acredito', 'que', 'seja', 'mesmo']",0.0,2,10,10
48388,"Recebi apenas o shampoo, está faltando o condicionador. Gostaria de saber o que aconteceu","recebi apenas o shampoo, esta faltando o condicionador. gostaria de saber o que aconteceu","['recebi', 'apenas', 'shampoo', 'esta', 'faltando', 'condicionador', 'gostaria', 'de', 'saber', 'que', 'aconteceu']",,3,-1,10
